session_id,start_time,end_time,segment_start_m,segment_end_m,distance_m,drop_m,avg_grade_pct,steepest_100m_grade_pct,avg_speed_mps,max_speed_mps,avg_speed_mph,max_speed_mph,brake_fraction,avg_brake_signal,avg_power_proxy_W,max_power_proxy_W,energy_proxy_kJ
91,2026-07-25 16:20:53+00:00,2026-07-25 16:31:34+00:00,8770.0,9880.0,1110.0,12.168424311446671,-1.096254442472673,-1.7567453784860732,18.36551293928818,19.42382111915576,41.08248241608845,43.44985039181228,0.0,0.0,548.9417304274426,902.9103803337262,33.54360014117701
97,2026-07-25 16:36:22+00:00,2026-07-25 16:41:51+00:00,2520.0,3110.0,590.0,6.457777509075697,-1.0945385608602876,-1.4030074804896913,11.647382809436383,12.229225969453337,26.05445331387881,27.35599939480435,0.0,0.0,345.1017155858672,454.07692292309247,17.80157405929316
99,2026-07-25 16:41:53+00:00,2026-07-25 16:48:37+00:00,50.0,490.0,440.0,13.385562505625302,-3.042173296733023,-4.4515509777312445,17.064780962770225,18.72639133514424,38.17282785157978,41.88974439679724,0.0,0.0,1395.7172942739255,2171.604463232878,36.89877545863177
99,2026-07-25 16:41:53+00:00,2026-07-25 16:48:37+00:00,1720.0,2160.0,440.0,13.01220997716382,-2.957320449355414,-3.9842382873769395,18.14797311139696,20.115179386994306,40.59585968011131,44.99637479195219,0.0,0.0,1426.5424258246192,2031.0633554595759,35.86958814514956
99,2026-07-25 16:41:53+00:00,2026-07-25 16:48:37+00:00,3830.0,4360.0,530.0,12.839416702727561,-2.422531453344823,-3.6578896282690607,19.08164020160133,20.4660918224361,42.6844134788863,45.78134355412513,0.0,0.0,1245.262615555654,1942.3005734448325,35.39326447690583
99,2026-07-25 16:41:53+00:00,2026-07-25 16:48:37+00:00,5590.0,6020.0,430.0,5.505543157615506,-1.280358873864071,-2.2508143757809194,19.953281946335753,20.824970556566957,44.63422053135235,46.58413241894899,0.0,0.0,670.128925091866,1251.1214361170864,15.17663532371448
101,2026-07-25 16:48:39+00:00,2026-07-25 16:51:01+00:00,120.0,1160.0,1040.0,16.94997132885436,-1.6298049354667654,-3.301311283802704,20.182648164505572,21.409017052317935,45.147298148947684,47.89060722154155,0.0,0.0,904.2689401904594,1869.1863312534604,46.724460464833214
103,2026-07-25 16:51:03+00:00,2026-07-25 16:54:26+00:00,3240.0,3790.0,550.0,8.756544384396932,-1.5920989789812605,-2.130861570490339,18.9860474109668,19.86887687015697,42.47057849625716,44.445411753214415,0.0,0.0,816.8208109693605,1134.8872382292302,24.138377815472428
105,2026-07-25 16:54:28+00:00,2026-07-25 16:56:31+00:00,1420.0,2000.0,580.0,11.538572099378086,-1.989408982651394,-2.5711902521974537,19.854473996437594,20.31258408771024,44.41319344228166,45.43795653120579,0.0,0.0,1063.005908743229,1417.7449512488113,31.80734323486663
107,2026-07-25 16:56:33+00:00,2026-07-25 16:58:31+00:00,570.0,1130.0,560.0,14.372120474262516,-2.566450084689735,-3.5344032046804443,17.771971719966356,19.02949843415417,39.754768521757235,42.56777566695189,0.0,0.0,1227.256053270906,1806.5949403129844,39.618331020556795
113,2026-07-25 17:02:30+00:00,2026-07-25 17:06:48+00:00,220.0,730.0,510.0,5.944071100417062,-1.1655041373366788,-1.613319216193105,16.935368049385133,17.70793138153367,37.883339408968176,39.611514364561714,0.0,0.0,531.8316671547942,742.1455352406001,16.38548583612068
113,2026-07-25 17:02:30+00:00,2026-07-25 17:06:48+00:00,1890.0,2340.0,450.0,5.707389653267228,-1.268308811837162,-1.5539549584653685,16.60373095626293,16.82779452398916,37.14148835957169,37.64270428594568,0.0,0.0,567.0579251046594,716.3594621205095,15.733047392092974
113,2026-07-25 17:02:30+00:00,2026-07-25 17:06:48+00:00,3070.0,3520.0,450.0,5.433092250884613,-1.2073538335299139,-1.654513285849987,16.478869338689297,16.8165326390031,36.86218087573662,37.61751216670343,0.0,0.0,533.3973326007093,764.9496792788726,14.976916429711032
119,2026-07-25 17:09:53+00:00,2026-07-25 17:12:40+00:00,260.0,1320.0,1060.0,14.722199335425302,-1.388886729757104,-2.3188660415829645,17.122629156957665,18.280032236559396,38.302230576587476,40.89126752988412,0.0,0.0,651.3628725432719,1144.9290175629478,40.583361910026746
121,2026-07-25 17:12:42+00:00,2026-07-25 17:17:13+00:00,350.0,870.0,520.0,6.591477655201203,-1.2675918567694622,-1.8043758663581855,16.487167752293516,17.152156342723984,36.88074389829437,38.36828101003039,0.0,0.0,567.6564003061272,837.3735964311967,18.170133219104187
121,2026-07-25 17:12:42+00:00,2026-07-25 17:17:13+00:00,3190.0,3500.0,310.0,7.875171318926846,-2.5403778448151115,-3.3416295948489108,17.296149146000594,17.82901440635103,38.690383737474484,39.88236937712739,0.0,0.0,1148.2702706465775,1571.5357268631376,21.70877600946693
123,2026-07-25 17:17:15+00:00,2026-07-25 17:21:04+00:00,100.0,920.0,820.0,6.424781077429969,-0.7835098874914596,-1.2392090345517488,16.515870572878963,17.345428050795096,36.94495027934629,38.800617508042,0.0,0.0,350.1311676747271,546.9544179679848,17.71061576585423
123,2026-07-25 17:17:15+00:00,2026-07-25 17:21:04+00:00,1400.0,1830.0,430.0,10.732233566719117,-2.495868271330027,-5.721066275274836,17.90888450265495,19.04547314722376,40.06103369419951,42.6035100823724,0.0,0.0,1224.3922897031816,2963.7987928987836,29.584582372353587
125,2026-07-25 17:21:06+00:00,2026-07-25 17:25:56+00:00,570.0,1040.0,470.0,5.817800123267489,-1.2378298134611678,-1.5581582545750052,16.78630656332759,17.349906685624227,37.549898361058496,38.810635928830145,0.0,0.0,560.5095868186642,735.9979206669418,16.037405997800395
133,2026-07-25 17:31:33+00:00,2026-07-25 17:33:48+00:00,780.0,1290.0,510.0,7.094749288427522,-1.391127311456377,-2.2634946850673714,16.892134313806274,18.244329006563593,37.78662829681074,40.81140167896294,0.0,0.0,631.9579711328043,1080.02447011533,19.557456835972193
139,2026-07-25 17:35:57+00:00,2026-07-25 17:38:19+00:00,920.0,1330.0,410.0,5.806141948031723,-1.4161321824467616,-1.805166657191677,16.47147452804219,17.04730725962236,36.845639155427236,38.13374029085174,0.0,0.0,623.8780920057884,813.312126782179,16.00526895536373
141,2026-07-25 17:38:21+00:00,2026-07-25 17:42:34+00:00,1680.0,2110.0,430.0,7.200584307996792,-1.6745544902318121,-2.4204190723776833,16.519052837507783,17.496467642820612,36.952068802585416,39.13848345298097,0.0,0.0,741.3961988469888,1105.8137621196363,19.849202709267036
141,2026-07-25 17:38:21+00:00,2026-07-25 17:42:34+00:00,3470.0,3850.0,380.0,5.845248958686454,-1.5382234101806458,-2.038291342978596,16.322332785929973,16.96512101096121,36.512018579836194,37.949894888513796,0.0,0.0,674.7844738547096,924.1384304043072,16.113071732004666
163,2026-07-25 18:09:45+00:00,2026-07-25 18:12:34+00:00,1800.0,2380.0,580.0,11.004250595476748,-1.8972845854270255,-2.6037635534752326,17.29702958976303,18.3576615209089,38.692353234079796,41.06491929337173,0.0,0.0,879.9961908533276,1240.0366811527604,30.334427233997157
171,2026-07-25 18:25:26+00:00,2026-07-25 18:30:12+00:00,1980.0,2820.0,840.0,10.464401873933241,-1.2457621278491953,-1.9603010651786406,14.865309838747413,15.841670623326095,33.25275107092746,35.436807944090226,0.0,0.0,499.9408911984956,839.9043457831168,28.846274849703114
171,2026-07-25 18:25:26+00:00,2026-07-25 18:30:12+00:00,3020.0,3460.0,440.0,12.844935893754297,-2.919303612216886,-3.6134045686179945,10.180508720457123,15.389684130471274,22.773149428366864,34.42574295470489,0.15555555555555556,0.0,779.0354258759878,1299.2913458315059,35.40847873408203
173,2026-07-25 18:30:14+00:00,2026-07-25 18:34:52+00:00,1800.0,2120.0,320.0,7.099240489512852,-2.218512652972766,-3.6569488021102643,13.245371790824727,15.246945112443852,29.629052860649445,34.10644486498714,0.21212121212121213,0.0,784.9071744451742,1388.504343180342,19.569837325796023
177,2026-07-25 18:37:00+00:00,2026-07-25 18:45:10+00:00,3510.0,4380.0,870.0,23.172988885647925,-2.663561940879072,-3.5442069116206483,20.25994759990767,21.682598520620825,45.32021206135395,48.50259153682182,0.0,0.0,1469.6771046732326,1965.869563444815,63.878892892065934
179,2026-07-25 18:45:12+00:00,2026-07-25 18:47:17+00:00,280.0,570.0,290.0,8.677278692726759,-2.992165066457503,-3.5492447266257727,8.96448447700498,11.353788805213206,20.052980666170768,25.39770223070241,0.3,0.0,731.4906872942413,1004.9563235589155,23.91987321715751
220,2026-07-25 19:41:20+00:00,2026-07-25 19:42:15+00:00,110.0,320.0,210.0,8.601831984402622,-4.096110468763153,-5.711325324843074,12.595442923530738,14.761634420327836,28.17520339014571,33.02083576487078,0.0,0.0,1286.7240844438982,2034.0761813673948,23.711896066524115
224,2026-07-25 19:44:04+00:00,2026-07-25 19:47:21+00:00,660.0,880.0,220.0,8.142187784495576,-3.700994447497989,-5.120316778826293,7.062173564667423,8.563527770045118,15.797632347591765,19.15606605682963,0.391304347826087,0.0,706.0743460497479,1165.2730733377723,22.44483626861835
226,2026-07-25 19:47:23+00:00,2026-07-25 19:49:37+00:00,410.0,1050.0,640.0,11.881029632829723,-1.8564108801296442,-3.4878136146845407,8.52662978349664,9.788378129472965,19.073527611615607,21.89597827816966,0.09230769230769231,0.0,391.2230416059283,827.2018496358572,32.75136509615474
238,2026-07-25 19:54:35+00:00,2026-07-25 20:04:29+00:00,1290.0,1630.0,340.0,5.241302122297952,-1.541559447734692,-2.450320722719084,8.852431936163619,9.548918897259098,19.80232627094582,21.36032323116298,0.0,0.0,363.18526300496734,644.7501816076839,14.448225843347759
238,2026-07-25 19:54:35+00:00,2026-07-25 20:04:29+00:00,3250.0,3590.0,340.0,11.35923448486065,-3.340951319076662,-6.649511557576005,12.760458826291432,14.431596161924672,28.544333451797225,32.28256120688232,0.0,0.0,1074.5503547230549,2191.4204501080167,31.31297937331172
238,2026-07-25 19:54:35+00:00,2026-07-25 20:04:29+00:00,4430.0,4720.0,290.0,5.368587249895825,-1.8512369827226982,-2.718707206077937,9.403239244088107,10.990617708888248,21.034447127970893,24.585311625107927,0.06666666666666667,0.0,457.07218936033877,716.4076245070705,14.79910129893533
246,2026-07-25 20:08:05+00:00,2026-07-25 20:13:38+00:00,1620.0,2400.0,780.0,11.264578597483506,-1.4441767432671162,-2.0925660170430262,13.595473768780233,14.31617307241352,30.412208681058143,32.02436710901378,0.0,0.0,536.1089642824592,807.9524547019349,31.05205000760901
252,2026-07-25 20:22:05+00:00,2026-07-25 20:28:47+00:00,2730.0,3150.0,420.0,8.150742690778344,-1.9406530216138913,-2.830549706224531,17.211391650440888,17.838295984907877,38.50078661963334,39.903131677048755,0.0,0.0,893.0971025390002,1325.1355848140663,22.468418808826492
260,2026-07-25 20:37:59+00:00,2026-07-25 20:41:25+00:00,470.0,1140.0,670.0,7.395591020545794,-1.1038195553053423,-1.3858002154790938,15.417731192823897,15.677209179355485,34.48848244636699,35.0689181714287,0.0,0.0,460.3254097559625,585.7925046032985,20.38676016314674
266,2026-07-25 20:45:41+00:00,2026-07-25 20:56:52+00:00,4120.0,4570.0,450.0,5.686435374797185,-1.2636523055104856,-1.6365905081270853,16.207059237234823,16.90859624331529,36.254158995246115,37.823452584366706,0.0,0.0,550.8377685145108,744.0033099322866,15.675284618519669
278,2026-07-25 21:29:35+00:00,2026-07-25 21:33:07+00:00,1040.0,1240.0,200.0,8.439197679013631,-4.219598839506816,-5.3376948376287885,5.4674766223668385,10.879402473518269,12.230396882531403,24.33653022887945,0.8095238095238095,0.0,528.1511571110076,859.3445147932895,23.263576713945767
282,2026-07-25 21:56:37+00:00,2026-07-25 22:06:08+00:00,4530.0,4760.0,230.0,5.403704425725323,-2.3494367068370967,-3.17432832600889,16.962133706907604,17.112513349910895,37.94321247966089,38.27960216068114,0.0,0.0,1028.1262832036043,1481.191207401788,14.895905656998682
288,2026-07-25 22:08:46+00:00,2026-07-25 22:16:57+00:00,250.0,740.0,490.0,26.756422775850098,-5.46049444405104,-14.22860889424774,11.192877335733318,12.373250834673911,25.037753524815045,27.6781738427745,0.08,0.0,1524.210626415715,4234.660878857614,73.75702258813614
295,2026-07-25 22:28:24+00:00,2026-07-25 22:38:03+00:00,1200.0,1580.0,380.0,5.69704823307265,-1.4992232192296446,-2.158149028777075,14.69203927967148,15.512759800109386,32.86515586898595,34.70105538678728,0.0,0.0,591.471435622354,903.3880842350474,15.704540129770397
299,2026-07-25 22:41:27+00:00,2026-07-25 22:44:10+00:00,280.0,710.0,430.0,7.453857917841532,-1.7334553297305888,-2.286067593844024,13.898621402398186,15.83904006439122,31.090330624548557,35.43092355134042,0.0,0.0,646.854060810188,900.1137907963733,20.547379274901143
301,2026-07-25 22:44:12+00:00,2026-07-25 22:45:23+00:00,580.0,1080.0,500.0,10.73636524798053,-2.147273049596106,-3.0706688574136365,16.996234719244203,17.864218378169678,38.01949427175242,39.96111841931299,0.19607843137254902,0.0,982.774842863504,1438.1255503548873,29.595971806235607
305,2026-07-25 22:47:52+00:00,2026-07-25 22:49:37+00:00,1010.0,1540.0,530.0,6.912914175013469,-1.3043234292478243,-1.6076587591330167,15.760463867611357,17.939309701378672,35.25515360507193,40.129092925417574,0.25925925925925924,0.0,564.5080042210348,755.1450442413777,19.05620834398388
313,2026-07-25 22:53:16+00:00,2026-07-25 22:53:55+00:00,50.0,360.0,310.0,9.353647768748772,-3.0173057318544427,-4.3879888055630545,18.49658700884259,19.07250292363265,41.37568675922197,42.66397397018757,0.0,0.0,1449.5623975676133,2154.7555241230984,25.78435897581055
315,2026-07-25 22:53:57+00:00,2026-07-25 22:56:03+00:00,390.0,640.0,250.0,5.07710242053318,-2.0308409682132718,-2.6958284471166962,18.76570322564731,20.232318498407423,41.97768259137283,45.25840752149119,0.0,0.0,976.2184835768132,1386.6316112905831,13.99559130346597
315,2026-07-25 22:53:57+00:00,2026-07-25 22:56:03+00:00,1510.0,1880.0,370.0,12.695718347992539,-3.431275229187173,-5.159621051826207,18.89313183187653,21.4719491827714,42.26273226529288,48.03138238808921,0.0,0.0,1716.989373508151,2739.731795405294,34.99714415525972
317,2026-07-25 22:56:05+00:00,2026-07-25 22:58:22+00:00,100.0,460.0,360.0,7.325670804748626,-2.034908556874618,-2.9955820118766496,17.539742423692445,18.764977189082515,39.235286380843874,41.97605849383168,0.0,0.0,935.7210066303437,1431.6805753978158,20.19401739707811
317,2026-07-25 22:56:05+00:00,2026-07-25 22:58:22+00:00,1010.0,1350.0,340.0,10.958562538473956,-3.223106628962928,-4.746495916005102,19.012205794277865,21.548595220089943,42.52909313322715,48.202834690609215,0.0,0.0,1602.9195075610512,2508.93988399718,30.20848307918269
317,2026-07-25 22:56:05+00:00,2026-07-25 22:58:22+00:00,1670.0,2090.0,420.0,13.639247152384712,-3.247439798186836,-5.10225622814832,19.08372471969194,21.257438683322146,42.68907641305463,47.551536066844456,0.4186046511627907,0.0,1707.3867684176207,2956.407504929334,37.598085092735225
397,2026-07-26 14:14:32+00:00,2026-07-26 14:15:26+00:00,50.0,560.0,510.0,9.322800167895451,-1.8280000329206767,-2.851017831157094,12.881406560672993,13.900775873132437,28.814885828277095,31.09515003832417,0.0,0.0,621.7133525842535,1005.6010858795871,25.69932417082228
399,2026-07-26 14:15:28+00:00,2026-07-26 14:20:09+00:00,340.0,720.0,380.0,7.057981776795799,-1.8573636254725787,-2.8479401514621827,9.649775060522643,11.861582531207798,21.585932043044565,26.533604445257243,0.0,0.0,454.96367221747977,703.2167936710723,19.456103145733067
399,2026-07-26 14:15:28+00:00,2026-07-26 14:20:09+00:00,1620.0,1960.0,340.0,7.420795683517014,-2.182586965740298,-3.2520450947112067,11.750039537277207,13.969857551263425,26.2840898740095,31.2496813512514,0.0,0.0,658.7691970402878,1099.3248772458435,20.456239589139837
401,2026-07-26 14:20:11+00:00,2026-07-26 14:22:35+00:00,640.0,970.0,330.0,16.15960129130343,-4.896848876152555,-7.689101046001014,9.773456901719216,13.128263870001453,21.86260044228529,29.367089902472827,0.0,0.0,1211.6020087029162,1938.0079183675557,44.54571851561995
405,2026-07-26 14:23:11+00:00,2026-07-26 14:29:35+00:00,50.0,270.0,220.0,5.491312823362591,-2.4960512833466324,-3.30082042286989,14.6466479534115,15.652280779316563,32.763618363930526,35.01315492867878,0.0,0.0,916.354151161149,1278.6867762247696,15.137407842009553
407,2026-07-26 14:29:37+00:00,2026-07-26 14:31:52+00:00,420.0,700.0,280.0,12.014422730349139,-4.290865260838978,-6.980289956502787,10.880260833340555,14.387875140776186,24.338450325117563,32.1847600679496,0.0,0.0,1228.5361414761371,2220.1309716688224,33.11907784270774
413,2026-07-26 14:40:18+00:00,2026-07-26 14:42:19+00:00,580.0,940.0,360.0,6.421442641662139,-1.783734067128372,-2.957699861448191,8.660110181665761,9.160176519605201,19.372114758557984,20.49073129832946,0.0,0.0,383.40194117506854,696.058859429331,17.70141300043227
419,2026-07-26 14:44:03+00:00,2026-07-26 14:47:42+00:00,90.0,330.0,240.0,10.332570111156087,-4.305237546315036,-7.991642668732936,12.189545213926976,14.893544972157141,27.2672360726713,33.31591126556268,0.0,0.0,1433.4108770715711,2672.8713343927675,28.482866094113984
437,2026-07-26 15:04:28+00:00,2026-07-26 15:10:08+00:00,240.0,1020.0,780.0,17.8365323888344,-2.2867349216454356,-3.6203409964538196,13.291764566630176,15.790020977633738,29.732830544537798,35.32127097716924,0.0,0.0,818.6079330186577,1418.0011525625478,49.1683635483848
437,2026-07-26 15:04:28+00:00,2026-07-26 15:10:08+00:00,1730.0,2210.0,480.0,13.63077855910845,-2.8397455331475934,-3.710046561835412,11.088792413730648,14.593929290068589,24.80492218533162,32.64569007263017,0.0,0.0,844.3809768329198,1280.7459956749908,37.574740483823945
437,2026-07-26 15:04:28+00:00,2026-07-26 15:10:08+00:00,3290.0,3540.0,250.0,5.087971148941136,-2.0351884595764544,-2.8206371259646232,13.983091124093447,14.434060622841784,31.27928401058842,32.288074048948154,0.0,0.0,732.9192323081062,1088.7918331498138,14.025552148882626
446,2026-07-26 15:15:52+00:00,2026-07-26 15:22:30+00:00,180.0,670.0,490.0,8.95713181278029,-1.8279860842408755,-3.035657042769742,10.308736755659954,12.769467457149881,23.059987373970905,28.564485185106214,0.0,0.0,528.6718555657023,1012.332564391843,24.691319126428276
446,2026-07-26 15:15:52+00:00,2026-07-26 15:22:30+00:00,2770.0,3330.0,560.0,15.242867475638377,-2.7219406206497103,-3.5106998163377057,11.164979875782207,13.958745553621771,24.97534868419427,31.22482452044956,0.0,0.0,814.324025985022,1159.9895645438867,42.01864091201951
448,2026-07-26 15:22:32+00:00,2026-07-26 15:29:19+00:00,220.0,870.0,650.0,6.203347244167674,-0.9543611144873345,-1.5195403911602057,9.355386427188252,10.897653214775648,20.92740342517057,24.377355974354977,0.0,0.0,235.45509489822828,338.04290927389286,17.10020904674505
